package_name,target,exists,unpublished,published,removed,latest_version,number_of_versions,downloads
highligjt.sj,highlight.js,True,False,2022-08-18 15:50:42.963000+00:00,2022-08-19 08:16:41.389000+00:00,1.2.0,1,25.0
hpathexists,path-exists,True,False,2022-08-18 15:10:24.048000+00:00,2022-08-19 06:35:29.237000+00:00,1.2.0,1,29.0
hsa-flag,has-flag,True,True,2022-10-02 13:33:15.792000+00:00,2022-10-02 14:55:45.762000+00:00,5.0.1,1,
hsebang-command,shebang-command,True,True,2022-10-02 12:58:35.620000+00:00,2022-10-02 14:55:02.710000+00:00,2.0.0,1,
htlparsevr2,htmlparser2,True,False,2022-08-18 15:10:30.359000+00:00,2022-08-19 06:35:31.808000+00:00,1.2.0,1,38.0
http-erorrs,http-errors,True,True,2022-10-02 13:41:51.915000+00:00,2022-10-02 14:56:00.904000+00:00,2.0.0,1,
http-errros,http-errors,True,True,2022-10-02 13:42:03.142000+00:00,2022-10-02 14:56:01.650000+00:00,2.0.0,1,
http-proxy-iddlemare,http-proxy-middleware,True,False,2022-08-18 15:51:02.115000+00:00,2022-08-19 08:16:53.410000+00:00,1.2.0,1,37.0
http-rerors,http-errors,True,True,2022-10-02 13:41:41.947000+00:00,2022-10-02 14:56:00.216000+00:00,2.0.0,1,
http4s-proxy-aget,https-proxy-agent,True,False,2022-08-18 15:50:58.897000+00:00,2022-08-19 08:16:50.835000+00:00,1.2.0,1,37.0
httrperrors,http-errors,True,False,2022-08-18 15:11:00.922000+00:00,2022-08-19 06:35:53.155000+00:00,1.2.0,1,34.0
hulp,gulp,True,False,2018-08-15 16:14:13.929000+00:00,2019-05-29 18:09:17.175000+00:00,1.0.0,1,2148.0
husy,busy,True,False,2022-08-18 15:11:07.675000+00:00,2022-08-19 06:35:55.717000+00:00,1.2.0,1,655.0
iedux,redux,True,False,2022-08-18 15:51:13.024000+00:00,2022-08-19 08:17:01.472000+00:00,1.2.0,1,30.0
ignoer,ignore,True,True,2022-10-02 13:09:50.506000+00:00,2022-10-02 14:55:22.006000+00:00,5.2.0,1,
ignroe,ignore,True,True,2022-10-02 13:09:39.719000+00:00,2022-10-02 14:55:21.265000+00:00,5.2.0,1,
igonre,ignore,True,True,2022-10-02 13:09:26.364000+00:00,2022-10-02 14:55:20.411000+00:00,5.2.0,1,
imcromatch,micromatch,True,True,2022-10-02 13:57:02.296000+00:00,2022-10-02 14:56:18.720000+00:00,4.0.5,1,
ingore,ignore,True,True,2022-10-02 13:09:15.041000+00:00,2022-10-02 14:55:19.624000+00:00,5.2.0,1,
inherigss,inherits,True,False,2022-08-18 15:51:24.186000+00:00,2022-08-19 08:17:13.622000+00:00,1.2.0,1,34.0
invairant,invariant,True,False,2022-08-18 15:51:31.023000+00:00,2022-08-19 08:17:19.483000+00:00,1.2.0,1,29.0
invariqaot,invariant,True,False,2022-08-18 15:11:50.432000+00:00,2022-08-19 06:36:19.810000+00:00,1.2.0,1,28.0
isextrt,isexe,True,False,2022-08-18 15:12:10.512000+00:00,2022-08-19 07:38:40.571000+00:00,1.2.0,1,35.0
isntall,install,True,False,2022-08-18 15:51:38.872000+00:00,2022-08-19 08:17:25.175000+00:00,1.2.0,1,92.0
isomorphi-cetch,isomorphic-fetch,True,False,2022-08-18 15:51:40.718000+00:00,2022-08-19 08:17:28.189000+00:00,1.2.0,1,28.0
isprgomise,is-promise,True,False,2022-08-18 15:12:23.999000+00:00,2022-08-19 07:38:57.770000+00:00,1.2.0,1,40.0
itfile-saver,file-saver,True,False,2022-08-18 15:51:46.936000+00:00,2022-08-19 08:17:31.376000+00:00,1.2.0,1,36.0
jasminecor,jasmine-core,True,False,2022-08-18 15:12:41.936000+00:00,2022-08-19 07:39:19.758000+00:00,1.2.0,1,32.0
jdb.js,jdb,True,False,2020-11-30 18:13:33.441000+00:00,2020-11-30 18:14:43.061000+00:00,1.0.0,1,299.0
jessc,jsesc,True,True,2022-10-02 13:55:03.529000+00:00,2022-10-02 14:56:16.469000+00:00,3.0.2,1,
jhasj-sum,hash-sum,True,False,2022-08-18 15:52:05.006000+00:00,2022-08-19 08:17:42.617000+00:00,1.2.0,1,33.0
jqeury,jquery,True,False,2019-05-30 03:06:04.094000+00:00,2019-05-30 03:26:00.226000+00:00,1.0.0,1,11979.0
jquerry,jquery,True,False,2021-01-29 09:51:23.436000+00:00,2021-01-30 17:11:08.104000+00:00,2.0.0,1,5626.0
jquery-lh,jquery-ui,True,False,2022-02-16 08:24:47.018000+00:00,2022-02-21 10:26:37.028000+00:00,0.1.2,4,97.0
jquiry-uq,jquery-ui,True,False,2022-08-18 15:52:10.996000+00:00,2022-08-19 08:17:48.664000+00:00,1.2.0,1,35.0
jsase64,base-64,True,False,2022-08-18 15:13:05.510000+00:00,2022-08-19 07:39:40.704000+00:00,1.2.0,1,36.0
jsecs,jsesc,True,True,2022-10-02 13:56:00.938000+00:00,2022-10-02 14:56:18.100000+00:00,3.0.2,1,
jsnwebtokn,jsonwebtoken,True,False,2022-08-18 15:13:14.578000+00:00,2022-08-19 07:39:50.543000+00:00,1.2.0,1,28.0
jssec,jsesc,True,True,2022-10-02 13:55:41.296000+00:00,2022-10-02 14:56:17.369000+00:00,3.0.2,1,
jwtdecope,jwt-decode,True,False,2022-08-18 15:13:32.577000+00:00,2022-08-19 07:40:12.185000+00:00,1.2.0,1,28.0
keyprss,keypress,True,False,2022-08-18 15:52:47.148000+00:00,2022-08-19 08:18:10.887000+00:00,1.2.0,1,40.0
koacompocse,koa-compose,True,False,2022-08-18 15:14:06.280000+00:00,2022-08-19 07:40:40.200000+00:00,1.2.0,1,35.0
lessoader,less-loader,True,False,2022-08-18 15:14:25.719000+00:00,2022-08-19 07:40:51.749000+00:00,1.2.0,1,29.0
levl,level,True,False,2015-09-01 08:16:25.349000+00:00,2022-08-19 07:40:54.982000+00:00,1.2.0,2,28.0
lgob-parent,glob-parent,True,True,2022-10-02 13:43:35.960000+00:00,2022-10-02 14:56:03.365000+00:00,6.0.2,1,
lkodash.isequa,lodash.isequal,True,False,2022-08-18 15:53:36.915000+00:00,2022-08-19 08:18:30.705000+00:00,1.2.0,1,32.0
loaashmcrge,lodash.merge,True,False,2022-08-18 15:14:44.020000+00:00,2022-08-19 07:41:03.541000+00:00,1.2.0,1,29.0
loadah,lodash,True,True,2022-05-31 08:21:28.338000+00:00,2022-06-01 08:59:39.071000+00:00,555.0.0,1,
loaderuwils,loader-utils,True,False,2022-08-18 15:14:47.064000+00:00,2022-08-19 07:41:06.620000+00:00,1.2.0,1,29.0
lodaschisstring,lodash.isstring,True,False,2022-08-18 15:14:58.988000+00:00,2022-08-19 07:41:12.683000+00:00,1.2.0,1,42.0
lodasfhmap,lodash.map,True,False,2022-08-18 15:15:02.632000+00:00,2022-08-19 07:41:16.772000+00:00,1.2.0,1,43.0
lodash.isstgrng,lodash.isstring,True,False,2022-08-18 15:53:53.654000+00:00,2022-08-19 08:18:36.660000+00:00,1.2.0,1,40.0
lodashassig,lodash.assign,True,False,2022-08-18 15:15:05.140000+00:00,2022-08-19 07:41:21.147000+00:00,1.2.0,1,37.0
lodashdkbounce,lodash.debounce,True,False,2022-08-18 15:15:10.103000+00:00,2022-08-19 07:41:28.234000+00:00,1.2.0,1,38.0
lodashflten,lodash.filter,True,False,2022-08-18 15:15:12.742000+00:00,2022-08-19 07:41:31.291000+00:00,1.2.0,1,50.0
lodashiequal,lodash.isequal,True,False,2022-08-18 15:15:19.356000+00:00,2022-08-19 07:41:37.302000+00:00,1.2.0,1,42.0
lodashisobjct,lodash.isobject,True,False,2022-08-18 15:15:27.191000+00:00,2022-08-19 07:41:46.657000+00:00,1.2.0,1,35.0
lodashs,lodash,True,True,2020-08-18 03:33:37.145000+00:00,2020-08-25 07:02:23.284000+00:00,1.0.2,2,
lodashuiq,lodash.uniq,True,False,2022-08-18 15:54:01.321000+00:00,2022-08-19 08:18:42.778000+00:00,1.2.0,1,45.0
lodasqhcamelcase,lodash.camelcase,True,False,2022-08-18 15:15:32.708000+00:00,2022-08-19 07:41:53.498000+00:00,1.2.0,1,38.0
lodasr.debvuce,lodash.debounce,True,False,2022-08-18 15:54:05.310000+00:00,2022-08-19 08:18:46.016000+00:00,1.2.0,1,40.0
logsymbles,log-symbols,True,False,2019-05-30 03:06:54.596000+00:00,2019-05-30 03:27:40.568000+00:00,1.0.0,1,399.0
lowashcamelcase,lodash.camelcase,True,False,2022-08-18 15:54:17.695000+00:00,2022-08-19 08:18:54.454000+00:00,1.2.0,1,32.0
lpodash-,lodash,True,False,2022-08-18 15:54:23.141000+00:00,2022-08-19 08:18:57.150000+00:00,1.2.0,1,28.0
lzdashuniq,lodash.uniq,True,False,2022-08-18 15:16:02.810000+00:00,2022-08-19 07:42:30.007000+00:00,1.2.0,1,29.0
m5d,md5,True,False,2022-08-18 15:16:06.835000+00:00,2022-08-19 07:42:33.509000+00:00,1.2.0,1,44.0
markdowvnit,markdown-it,True,False,2022-08-18 15:16:15.484000+00:00,2022-08-19 07:42:45.717000+00:00,1.2.0,1,39.0
mciromatch,micromatch,True,True,2022-10-02 13:57:11.276000+00:00,2022-10-02 14:56:19.577000+00:00,4.0.5,1,
mdz5-ile,md5-file,True,False,2022-08-18 15:54:39.958000+00:00,2022-08-19 08:19:11.615000+00:00,1.2.0,1,39.0
micormatch,micromatch,True,True,2022-10-02 13:57:29.287000+00:00,2022-10-02 14:56:21.023000+00:00,4.0.5,1,
micrmoatch,micromatch,True,True,2022-10-02 13:57:40.756000+00:00,2022-10-02 14:56:21.818000+00:00,4.0.5,1,
microamtch,micromatch,True,True,2022-10-02 13:57:51.868000+00:00,2022-10-02 14:56:22.538000+00:00,4.0.5,1,
micromacth,micromatch,True,True,2022-10-02 13:58:20.851000+00:00,2022-10-02 14:56:24.020000+00:00,4.0.5,1,
micromathc,micromatch,True,True,2022-10-02 13:58:32.896000+00:00,2022-10-02 14:56:24.869000+00:00,4.0.5,1,
micromtach,micromatch,True,True,2022-10-02 13:58:02.051000+00:00,2022-10-02 14:56:23.304000+00:00,4.0.5,1,
mimetyps,mime-types,True,False,2022-08-18 15:16:48.104000+00:00,2022-08-19 07:43:42.656000+00:00,1.2.0,1,35.0
mircomatch,micromatch,True,True,2022-10-02 13:57:19.826000+00:00,2022-10-02 14:56:20.271000+00:00,4.0.5,1,
mkae-dr,make-dir,True,False,2022-08-18 15:55:02.895000+00:00,2022-08-19 08:19:34.689000+00:00,1.2.0,1,33.0
mkidrp,make-dir,True,False,2022-08-18 15:55:06.283000+00:00,2022-08-19 08:19:37.434000+00:00,1.2.0,1,34.0
mogodb,mongodb,True,False,2019-08-01 18:37:34.783000+00:00,2019-08-01 18:40:52.448000+00:00,3.1.8,2,13110.0
mongdg,mongodb,True,False,2022-08-18 15:55:11.443000+00:00,2022-08-19 08:19:43.261000+00:00,1.2.0,1,37.0
mongobd,mongodb,True,False,2022-08-18 15:17:06.328000+00:00,2022-08-19 07:43:57.289000+00:00,1.2.0,1,862.0
mongoos,mongoose,True,False,2016-06-28 09:38:34.623000+00:00,2022-08-19 08:19:48.774000+00:00,1.2.0,2,5798.0
msqsl,mysql,True,False,2022-08-18 15:17:15.714000+00:00,2022-08-19 07:44:05.316000+00:00,1.2.0,1,39.0
mugtimach,multimatch,True,False,2022-08-18 15:17:21.701000+00:00,2022-08-19 07:44:08.747000+00:00,1.2.0,1,33.0
nasi-regex,ansi-regex,True,True,2022-10-02 13:29:22.564000+00:00,2022-10-02 14:55:39.646000+00:00,6.0.1,1,
naymatch,anymatch,True,True,2022-10-02 13:03:12.474000+00:00,2022-10-02 14:55:10.439000+00:00,3.1.2,1,
ndent,indent,True,False,2022-08-18 12:33:49.186000+00:00,2022-08-19 03:54:44.369000+00:00,4.5.22,1,29.0
noblox.js-proxies,noblox.js-proxied,True,False,2021-10-26 14:15:35.478000+00:00,2021-10-26 14:15:36.306000+00:00,1.0.0,3,104.0
noblox.js-proxy,noblox.js,True,False,2021-10-19 12:31:54.735000+00:00,2021-10-19 12:31:56.034000+00:00,1.0.0,5,107.0
noblox.js-rpc,noblox.js,True,True,2021-11-13 16:55:21.847000+00:00,2021-11-15 10:05:30.231000+00:00,1.0.0,1,
noddir,node-dir,True,False,2022-08-18 15:18:01.881000+00:00,2022-08-19 07:44:38.070000+00:00,1.2.0,1,35.0
node-bbael,node-babel,True,False,2022-08-18 22:50:04.054000+00:00,2022-08-19 08:45:52.084000+00:00,8.1.2,1,33.0
nodeglp,node-gyp,True,False,2022-08-18 15:18:10.529000+00:00,2022-08-19 07:44:46.344000+00:00,1.2.0,1,28.0
normaslizecss,normalize.css,True,False,2022-08-18 15:18:33.072000+00:00,2022-08-19 07:45:03.758000+00:00,1.2.0,1,24.0
npm-run-lal,npm-run-all,True,False,2022-08-18 15:56:19.811000+00:00,2022-08-19 08:20:18.245000+00:00,1.2.0,1,29.0
nuiversalify,universalify,True,True,2022-10-02 12:12:37.440000+00:00,2022-10-02 12:31:19.534000+00:00,2.0.1,2,
oaut,oauth,True,False,2022-08-18 15:56:46.659000+00:00,2022-08-19 08:20:38.508000+00:00,1.2.0,1,30.0
objebtassign,object-assign,True,False,2022-08-18 15:19:19.785000+00:00,2022-08-19 07:45:22.934000+00:00,1.2.0,1,38.0
odash.fareach,lodash.foreach,True,False,2022-08-18 15:56:50.513000+00:00,2022-08-19 08:20:41.291000+00:00,1.2.0,1,28.0
odashes,lodash,True,False,2022-08-18 15:19:34.547000+00:00,2022-08-19 07:45:34.515000+00:00,1.2.0,1,30.0
odashthrottle,lodash.throttle,True,False,2022-08-18 15:19:37.888000+00:00,2022-08-19 07:45:37.110000+00:00,1.2.0,1,29.0
odecache,node-cache,True,False,2022-08-18 15:19:41.370000+00:00,2022-08-19 07:45:40.191000+00:00,1.2.0,1,27.0
odeforge,node-forge,True,False,2022-08-18 15:19:44.853000+00:00,2022-08-19 07:45:42.866000+00:00,1.2.0,1,29.0
ogsymbos,log-symbols,True,False,2022-08-18 15:19:59.187000+00:00,2022-08-19 07:45:48.306000+00:00,1.2.0,1,26.0
opstcss-value-parser,postcss-value-parse,True,True,2022-10-02 14:00:47.713000+00:00,2022-10-02 14:56:25.473000+00:00,4.2.0,1,
path-to-reugep,path-to-regexp,True,False,2022-08-18 15:58:12.466000+00:00,2022-08-19 08:21:20.627000+00:00,1.2.0,1,34.0
poppejs,popper.js,True,False,2022-08-18 15:21:33.916000+00:00,2022-08-19 07:46:36.330000+00:00,1.2.0,1,35.0
poscssloader,postcss-loader,True,False,2022-08-18 15:21:39.886000+00:00,2022-08-19 07:46:39.520000+00:00,1.2.0,1,40.0
postcss-valeu-parser,postcss-value-parse,True,True,2022-10-02 14:02:26.975000+00:00,2022-10-02 14:56:31.762000+00:00,4.2.0,1,
postcss-value-aprser,postcss-value-parse,True,True,2022-10-02 14:02:36.088000+00:00,2022-10-02 14:56:32.447000+00:00,4.2.0,1,
postcss-value-paresr,postcss-value-parse,True,True,2022-10-02 14:03:06.756000+00:00,2022-10-02 14:56:34.468000+00:00,4.2.0,1,
postcss-value-parsre,postcss-value-parse,True,True,2022-10-02 14:03:14.939000+00:00,2022-10-02 14:56:35.189000+00:00,4.2.0,1,
postcss-value-pasrer,postcss-value-parse,True,True,2022-10-02 14:02:53.693000+00:00,2022-10-02 14:56:33.798000+00:00,4.2.0,1,
postcss-vaule-parser,postcss-value-parse,True,True,2022-10-02 14:02:12.876000+00:00,2022-10-02 14:56:30.876000+00:00,4.2.0,1,
postcss-vlaue-parser,postcss-value-parse,True,True,2022-10-02 14:02:00.508000+00:00,2022-10-02 14:56:29.799000+00:00,4.2.0,1,
postscs-value-parser,postcss-value-parse,True,True,2022-10-02 14:01:32.294000+00:00,2022-10-02 14:56:28.404000+00:00,4.2.0,1,
potscss-value-parser,postcss-value-parse,True,True,2022-10-02 14:01:10.768000+00:00,2022-10-02 14:56:26.908000+00:00,4.2.0,1,
proptyps,proptypes,True,False,2022-08-18 15:23:04.911000+00:00,2022-08-19 07:47:15.822000+00:00,1.2.0,1,34.0
prtetier,prettier,True,False,2022-08-18 15:23:20.513000+00:00,2022-08-19 07:47:18.505000+00:00,1.2.0,1,31.0
psotcss-value-parser,postcss-value-parse,True,True,2022-10-02 14:00:58.595000+00:00,2022-10-02 14:56:26.172000+00:00,4.2.0,1,
quewynstring,querystring,True,False,2022-08-18 15:24:27.647000+00:00,2022-08-19 07:47:34.951000+00:00,1.2.0,1,37.0
r2act,react,True,False,2022-08-18 16:00:23.417000+00:00,2022-08-19 08:36:54.149000+00:00,1.2.0,1,31.0
ractnative,react-native,True,False,2022-08-18 15:24:36.026000+00:00,2022-08-19 07:47:37.638000+00:00,1.2.0,1,29.0
randombytse,randombytes,True,False,2022-08-18 16:00:31.388000+00:00,2022-08-19 08:36:59.582000+00:00,1.2.0,1,39.0
rdeepgextend,deep-extend,True,False,2022-08-18 15:25:32.523000+00:00,2022-08-19 07:48:18.963000+00:00,1.2.0,1,27.0
rdis,redis,True,False,2022-08-18 16:00:41.222000+00:00,2022-08-19 08:37:02.198000+00:00,1.2.0,1,43.0
reac6-hintl,react-hint,True,False,2022-08-18 16:00:46.555000+00:00,2022-08-19 08:37:04.826000+00:00,1.2.0,1,41.0
react-erro-roevrlay,react-error-overlay,True,False,2022-08-18 16:01:15.674000+00:00,2022-08-19 08:37:15.651000+00:00,1.2.0,1,42.0
react-nati0e-vecor-icons,react-native-vector-icons,True,False,2022-08-18 16:01:32.328000+00:00,2022-08-19 08:37:18.167000+00:00,1.2.0,1,45.0
readabl-steam,readable-stream,True,False,2022-08-18 16:01:54.983000+00:00,2022-08-19 08:37:20.674000+00:00,1.2.0,1,28.0
readle-stream,readable-stream,True,False,2022-08-18 16:02:01.260000+00:00,2022-08-19 08:37:25.969000+00:00,1.2.0,1,35.0
rebact-eror-oveflay,react-error-overlay,True,False,2022-08-18 16:02:21.002000+00:00,2022-08-19 08:37:38.495000+00:00,1.2.0,1,30.0
recat-olor,react-color,True,False,2022-08-18 16:02:29.443000+00:00,2022-08-19 08:37:47.089000+00:00,1.2.0,1,30.0
redux-cations,redux-actions,True,False,2022-08-18 16:02:46.784000+00:00,2022-08-19 08:37:55.917000+00:00,1.2.0,1,35.0
regeneraor-runteime,regenerator-runtime,True,False,2022-08-18 16:03:01.922000+00:00,2022-08-19 08:38:01.538000+00:00,1.2.0,1,35.0
